VARIABLE_NAME,VARIABLE_VALUE
COM_SHOW_TABLE_STATUS,0
COM_SHOW_TABLES,0
COM_SHOW_TRIGGERS,0
COM_SHOW_VARIABLES,0
COM_SHOW_WARNINGS,0
COM_SLAVE_START,0
COM_SLAVE_STOP,0
COM_STMT_CLOSE,0
COM_STMT_EXECUTE,0
COM_STMT_FETCH,0
COM_STMT_PREPARE,0
COM_STMT_REPREPARE,0
COM_STMT_RESET,0
COM_STMT_SEND_LONG_DATA,0
COM_TRUNCATE,0
COM_UNINSTALL_PLUGIN,0
COM_UNLOCK_TABLES,0
COM_UPDATE,0
COM_UPDATE_MULTI,0
COM_XA_COMMIT,0
COM_XA_END,0
COM_XA_PREPARE,0
COM_XA_RECOVER,0
COM_XA_ROLLBACK,0
COM_XA_START,0
COMPRESSION,OFF
CONNECTION_ERRORS_ACCEPT,0
CONNECTION_ERRORS_INTERNAL,0
CONNECTION_ERRORS_MAX_CONNECTIONS,0
CONNECTION_ERRORS_PEER_ADDRESS,0
CONNECTION_ERRORS_SELECT,0
CONNECTION_ERRORS_TCPWRAP,0
CONNECTIONS,43324
CREATED_TMP_DISK_TABLES,1
CREATED_TMP_FILES,1187
CREATED_TMP_TABLES,3
DELAYED_ERRORS,0
DELAYED_INSERT_THREADS,0
DELAYED_WRITES,0
FLUSH_COMMANDS,1
HANDLER_COMMIT,0
HANDLER_DELETE,0
HANDLER_DISCOVER,0
HANDLER_EXTERNAL_LOCK,11
HANDLER_MRR_INIT,0
HANDLER_PREPARE,0
HANDLER_READ_FIRST,1
HANDLER_READ_KEY,1
HANDLER_READ_LAST,0
HANDLER_READ_NEXT,0
HANDLER_READ_PREV,0
HANDLER_READ_RND,0
HANDLER_READ_RND_NEXT,3341
HANDLER_ROLLBACK,0
HANDLER_SAVEPOINT,0
HANDLER_SAVEPOINT_ROLLBACK,0
HANDLER_UPDATE,0
HANDLER_WRITE,196
INNODB_BUFFER_POOL_DUMP_STATUS,not started
INNODB_BUFFER_POOL_LOAD_STATUS,not started
INNODB_BUFFER_POOL_PAGES_DATA,264107
INNODB_BUFFER_POOL_BYTES_DATA,4327129088
INNODB_BUFFER_POOL_PAGES_DIRTY,3
INNODB_BUFFER_POOL_BYTES_DIRTY,49152
INNODB_BUFFER_POOL_PAGES_FLUSHED,643690
INNODB_BUFFER_POOL_PAGES_FREE,455534
INNODB_BUFFER_POOL_PAGES_MISC,1255
INNODB_BUFFER_POOL_PAGES_TOTAL,720896
INNODB_BUFFER_POOL_READ_AHEAD_RND,0
INNODB_BUFFER_POOL_READ_AHEAD,22338
INNODB_BUFFER_POOL_READ_AHEAD_EVICTED,0
INNODB_BUFFER_POOL_READ_REQUESTS,3162420807
INNODB_BUFFER_POOL_READS,107528
INNODB_BUFFER_POOL_WAIT_FREE,0
INNODB_BUFFER_POOL_WRITE_REQUESTS,6945609
INNODB_DATA_FSYNCS,418718
INNODB_DATA_PENDING_FSYNCS,0
INNODB_DATA_PENDING_READS,0
INNODB_DATA_PENDING_WRITES,0
INNODB_DATA_READ,2140000256
INNODB_DATA_READS,131985
INNODB_DATA_WRITES,943953
INNODB_DATA_WRITTEN,23233978368
INNODB_DBLWR_PAGES_WRITTEN,643690
INNODB_DBLWR_WRITES,52577
INNODB_HAVE_ATOMIC_BUILTINS,ON
INNODB_LOG_WAITS,6
INNODB_LOG_WRITE_REQUESTS,4294852
INNODB_LOG_WRITES,240663
INNODB_OS_LOG_FSYNCS,247298
INNODB_OS_LOG_PENDING_FSYNCS,0
INNODB_OS_LOG_PENDING_WRITES,0
INNODB_OS_LOG_WRITTEN,2138142208
INNODB_PAGE_SIZE,16384
INNODB_PAGES_CREATED,134316
INNODB_PAGES_READ,130610
INNODB_PAGES_WRITTEN,643690
INNODB_ROW_LOCK_CURRENT_WAITS,0
INNODB_ROW_LOCK_TIME,182
INNODB_ROW_LOCK_TIME_AVG,3
INNODB_ROW_LOCK_TIME_MAX,53
INNODB_ROW_LOCK_WAITS,50
INNODB_ROWS_DELETED,186816
INNODB_ROWS_INSERTED,183944
INNODB_ROWS_READ,18677562192
INNODB_ROWS_UPDATED,34021
INNODB_NUM_OPEN_FILES,1379
INNODB_TRUNCATED_STATUS_WRITES,0
INNODB_AVAILABLE_UNDO_LOGS,128
KEY_BLOCKS_NOT_FLUSHED,0
KEY_BLOCKS_UNUSED,13392
KEY_BLOCKS_USED,498
KEY_READ_REQUESTS,6204879
KEY_READS,3377
KEY_WRITE_REQUESTS,53535
KEY_WRITES,0
LAST_QUERY_COST,0.000000
LAST_QUERY_PARTIAL_PLANS,2
MAX_USED_CONNECTIONS,26
NOT_FLUSHED_DELAYED_ROWS,0
OPEN_FILES,28
OPEN_STREAMS,0
OPEN_TABLE_DEFINITIONS,1400
OPEN_TABLES,2000
OPENED_FILES,133259
OPENED_TABLE_DEFINITIONS,0
OPENED_TABLES,0
PERFORMANCE_SCHEMA_ACCOUNTS_LOST,0
PERFORMANCE_SCHEMA_COND_CLASSES_LOST,0
PERFORMANCE_SCHEMA_COND_INSTANCES_LOST,0
PERFORMANCE_SCHEMA_DIGEST_LOST,0
PERFORMANCE_SCHEMA_FILE_CLASSES_LOST,0
PERFORMANCE_SCHEMA_FILE_HANDLES_LOST,0
PERFORMANCE_SCHEMA_FILE_INSTANCES_LOST,0
PERFORMANCE_SCHEMA_HOSTS_LOST,0
PERFORMANCE_SCHEMA_LOCKER_LOST,0
PERFORMANCE_SCHEMA_MUTEX_CLASSES_LOST,0
PERFORMANCE_SCHEMA_MUTEX_INSTANCES_LOST,0
PERFORMANCE_SCHEMA_RWLOCK_CLASSES_LOST,0
PERFORMANCE_SCHEMA_RWLOCK_INSTANCES_LOST,0
PERFORMANCE_SCHEMA_SESSION_CONNECT_ATTRS_LOST,0
PERFORMANCE_SCHEMA_SOCKET_CLASSES_LOST,0
PERFORMANCE_SCHEMA_SOCKET_INSTANCES_LOST,0
PERFORMANCE_SCHEMA_STAGE_CLASSES_LOST,0
PERFORMANCE_SCHEMA_STATEMENT_CLASSES_LOST,0
PERFORMANCE_SCHEMA_TABLE_HANDLES_LOST,0
PERFORMANCE_SCHEMA_TABLE_INSTANCES_LOST,0
PERFORMANCE_SCHEMA_THREAD_CLASSES_LOST,0
PERFORMANCE_SCHEMA_THREAD_INSTANCES_LOST,0
PERFORMANCE_SCHEMA_USERS_LOST,0
PREPARED_STMT_COUNT,0
QCACHE_FREE_BLOCKS,1
QCACHE_FREE_MEMORY,1031352
QCACHE_HITS,0
QCACHE_INSERTS,0
QCACHE_LOWMEM_PRUNES,0
QCACHE_NOT_CACHED,2367881
QCACHE_QUERIES_IN_CACHE,0
QCACHE_TOTAL_BLOCKS,1
QUERIES,2795092
QUESTIONS,5
RSA_PUBLIC_KEY,<blank>
SELECT_FULL_JOIN,0
SELECT_FULL_RANGE_JOIN,0
SELECT_RANGE,0
SELECT_RANGE_CHECK,0
SELECT_SCAN,2
SLAVE_HEARTBEAT_PERIOD,0.000
SLAVE_LAST_HEARTBEAT,<blank>
SLAVE_OPEN_TEMP_TABLES,0
SLAVE_RECEIVED_HEARTBEATS,0
SLAVE_RETRIED_TRANSACTIONS,0
SLAVE_RUNNING,OFF
SLOW_LAUNCH_THREADS,0
SLOW_QUERIES,0
SORT_MERGE_PASSES,0
SORT_RANGE,0
SORT_ROWS,0
SORT_SCAN,0
SSL_ACCEPT_RENEGOTIATES,0
SSL_ACCEPTS,0
SSL_CALLBACK_CACHE_HITS,0
SSL_CIPHER,<blank>
SSL_CIPHER_LIST,<blank>
SSL_CLIENT_CONNECTS,0
SSL_CONNECT_RENEGOTIATES,0
SSL_CTX_VERIFY_DEPTH,18446744073709551615
SSL_CTX_VERIFY_MODE,5
SSL_DEFAULT_TIMEOUT,0
SSL_FINISHED_ACCEPTS,0
SSL_FINISHED_CONNECTS,0
SSL_SERVER_NOT_AFTER,<blank>
SSL_SERVER_NOT_BEFORE,<blank>
SSL_SESSION_CACHE_HITS,0
SSL_SESSION_CACHE_MISSES,0
SSL_SESSION_CACHE_MODE,SERVER
SSL_SESSION_CACHE_OVERFLOWS,0
SSL_SESSION_CACHE_SIZE,128
SSL_SESSION_CACHE_TIMEOUTS,0
SSL_SESSIONS_REUSED,0
SSL_USED_SESSION_CACHE_ENTRIES,0
SSL_VERIFY_DEPTH,0
SSL_VERIFY_MODE,0
SSL_VERSION,<blank>
TABLE_LOCKS_IMMEDIATE,5625645
TABLE_LOCKS_WAITED,20410
TABLE_OPEN_CACHE_HITS,7
TABLE_OPEN_CACHE_MISSES,0
TABLE_OPEN_CACHE_OVERFLOWS,0
TC_LOG_MAX_PAGES_USED,0
TC_LOG_PAGE_SIZE,0
TC_LOG_PAGE_WAITS,0
THREADS_CACHED,18
THREADS_CONNECTED,4
THREADS_CREATED,26
THREADS_RUNNING,2
UPTIME,39567
UPTIME_SINCE_FLUSH_STATUS,39567

