VARIABLE_NAME,VARIABLE_VALUE
COM_SHOW_STORAGE_ENGINES,0
COM_SHOW_TABLE_STATUS,16848
COM_SHOW_TABLES,684
COM_SHOW_TRIGGERS,0
COM_SHOW_VARIABLES,133
COM_SHOW_WARNINGS,1
COM_SLAVE_START,0
COM_SLAVE_STOP,0
COM_STMT_CLOSE,0
COM_STMT_EXECUTE,0
COM_STMT_FETCH,0
COM_STMT_PREPARE,0
COM_STMT_REPREPARE,0
COM_STMT_RESET,0
COM_STMT_SEND_LONG_DATA,0
COM_TRUNCATE,5
COM_UNINSTALL_PLUGIN,0
COM_UNLOCK_TABLES,2
COM_UPDATE,16218
COM_UPDATE_MULTI,0
COM_XA_COMMIT,0
COM_XA_END,0
COM_XA_PREPARE,0
COM_XA_RECOVER,0
COM_XA_ROLLBACK,0
COM_XA_START,0
COMPRESSION,OFF
CONNECTION_ERRORS_ACCEPT,0
CONNECTION_ERRORS_INTERNAL,0
CONNECTION_ERRORS_MAX_CONNECTIONS,0
CONNECTION_ERRORS_PEER_ADDRESS,0
CONNECTION_ERRORS_SELECT,0
CONNECTION_ERRORS_TCPWRAP,0
CONNECTIONS,43363
CREATED_TMP_DISK_TABLES,31972
CREATED_TMP_FILES,1187
CREATED_TMP_TABLES,116193
DELAYED_ERRORS,0
DELAYED_INSERT_THREADS,0
DELAYED_WRITES,0
FLUSH_COMMANDS,1
HANDLER_COMMIT,2757094
HANDLER_DELETE,186816
HANDLER_DISCOVER,0
HANDLER_EXTERNAL_LOCK,11294662
HANDLER_MRR_INIT,0
HANDLER_PREPARE,435512
HANDLER_READ_FIRST,134948
HANDLER_READ_KEY,25031241
HANDLER_READ_LAST,10460
HANDLER_READ_NEXT,335192248
HANDLER_READ_PREV,20866274
HANDLER_READ_RND,2659299
HANDLER_READ_RND_NEXT,18332954584
HANDLER_ROLLBACK,252
HANDLER_SAVEPOINT,48
HANDLER_SAVEPOINT_ROLLBACK,0
HANDLER_UPDATE,586364
HANDLER_WRITE,6591277
INNODB_BUFFER_POOL_DUMP_STATUS,not started
INNODB_BUFFER_POOL_LOAD_STATUS,not started
INNODB_BUFFER_POOL_PAGES_DATA,264130
INNODB_BUFFER_POOL_BYTES_DATA,4327505920
INNODB_BUFFER_POOL_PAGES_DIRTY,111
INNODB_BUFFER_POOL_BYTES_DIRTY,1818624
INNODB_BUFFER_POOL_PAGES_FLUSHED,643693
INNODB_BUFFER_POOL_PAGES_FREE,455511
INNODB_BUFFER_POOL_PAGES_MISC,1255
INNODB_BUFFER_POOL_PAGES_TOTAL,720896
INNODB_BUFFER_POOL_READ_AHEAD_RND,0
INNODB_BUFFER_POOL_READ_AHEAD,22338
INNODB_BUFFER_POOL_READ_AHEAD_EVICTED,0
INNODB_BUFFER_POOL_READ_REQUESTS,3163542359
INNODB_BUFFER_POOL_READS,107528
INNODB_BUFFER_POOL_WAIT_FREE,0
INNODB_BUFFER_POOL_WRITE_REQUESTS,6946290
INNODB_DATA_FSYNCS,418774
INNODB_DATA_PENDING_FSYNCS,0
INNODB_DATA_PENDING_READS,0
INNODB_DATA_PENDING_WRITES,0
INNODB_DATA_READ,2140000256
INNODB_DATA_READS,131985
INNODB_DATA_WRITES,944009
INNODB_DATA_WRITTEN,23234392576
INNODB_DBLWR_PAGES_WRITTEN,643693
INNODB_DBLWR_WRITES,52580
INNODB_HAVE_ATOMIC_BUILTINS,ON
INNODB_LOG_WAITS,6
INNODB_LOG_WRITE_REQUESTS,4295460
INNODB_LOG_WRITES,240712
INNODB_OS_LOG_FSYNCS,247348
INNODB_OS_LOG_PENDING_FSYNCS,0
INNODB_OS_LOG_PENDING_WRITES,0
INNODB_OS_LOG_WRITTEN,2138457600
INNODB_PAGE_SIZE,16384
INNODB_PAGES_CREATED,134339
INNODB_PAGES_READ,130610
INNODB_PAGES_WRITTEN,643693
INNODB_ROW_LOCK_CURRENT_WAITS,0
INNODB_ROW_LOCK_TIME,182
INNODB_ROW_LOCK_TIME_AVG,3
INNODB_ROW_LOCK_TIME_MAX,53
INNODB_ROW_LOCK_WAITS,50
INNODB_ROWS_DELETED,186816
INNODB_ROWS_INSERTED,183980
INNODB_ROWS_READ,18687124276
INNODB_ROWS_UPDATED,34025
INNODB_NUM_OPEN_FILES,1379
INNODB_TRUNCATED_STATUS_WRITES,0
INNODB_AVAILABLE_UNDO_LOGS,128
KEY_BLOCKS_NOT_FLUSHED,0
KEY_BLOCKS_UNUSED,13392
KEY_BLOCKS_USED,498
KEY_READ_REQUESTS,6204879
KEY_READS,3377
KEY_WRITE_REQUESTS,53535
KEY_WRITES,0
LAST_QUERY_COST,0.000000
LAST_QUERY_PARTIAL_PLANS,0
MAX_USED_CONNECTIONS,26
NOT_FLUSHED_DELAYED_ROWS,0
OPEN_FILES,28
OPEN_STREAMS,0
OPEN_TABLE_DEFINITIONS,1400
OPEN_TABLES,2000
OPENED_FILES,133307
OPENED_TABLE_DEFINITIONS,1532
OPENED_TABLES,192182
PERFORMANCE_SCHEMA_ACCOUNTS_LOST,0
PERFORMANCE_SCHEMA_COND_CLASSES_LOST,0
PERFORMANCE_SCHEMA_COND_INSTANCES_LOST,0
PERFORMANCE_SCHEMA_DIGEST_LOST,0
PERFORMANCE_SCHEMA_FILE_CLASSES_LOST,0
PERFORMANCE_SCHEMA_FILE_HANDLES_LOST,0
PERFORMANCE_SCHEMA_FILE_INSTANCES_LOST,0
PERFORMANCE_SCHEMA_HOSTS_LOST,0
PERFORMANCE_SCHEMA_LOCKER_LOST,0
PERFORMANCE_SCHEMA_MUTEX_CLASSES_LOST,0
PERFORMANCE_SCHEMA_MUTEX_INSTANCES_LOST,0
PERFORMANCE_SCHEMA_RWLOCK_CLASSES_LOST,0
PERFORMANCE_SCHEMA_RWLOCK_INSTANCES_LOST,0
PERFORMANCE_SCHEMA_SESSION_CONNECT_ATTRS_LOST,0
PERFORMANCE_SCHEMA_SOCKET_CLASSES_LOST,0
PERFORMANCE_SCHEMA_SOCKET_INSTANCES_LOST,0
PERFORMANCE_SCHEMA_STAGE_CLASSES_LOST,0
PERFORMANCE_SCHEMA_STATEMENT_CLASSES_LOST,0
PERFORMANCE_SCHEMA_TABLE_HANDLES_LOST,0
PERFORMANCE_SCHEMA_TABLE_INSTANCES_LOST,0
PERFORMANCE_SCHEMA_THREAD_CLASSES_LOST,0
PERFORMANCE_SCHEMA_THREAD_INSTANCES_LOST,0
PERFORMANCE_SCHEMA_USERS_LOST,0
PREPARED_STMT_COUNT,0
QCACHE_FREE_BLOCKS,1
QCACHE_FREE_MEMORY,1031352
QCACHE_HITS,0
QCACHE_INSERTS,0
QCACHE_LOWMEM_PRUNES,0
QCACHE_NOT_CACHED,2368348
QCACHE_QUERIES_IN_CACHE,0
QCACHE_TOTAL_BLOCKS,1
QUERIES,2795727
QUESTIONS,2795583
RSA_PUBLIC_KEY,<blank>
SELECT_FULL_JOIN,22869
SELECT_FULL_RANGE_JOIN,9
SELECT_RANGE,330152
SELECT_RANGE_CHECK,0
SELECT_SCAN,146701
SLAVE_HEARTBEAT_PERIOD,0.000
SLAVE_LAST_HEARTBEAT,<blank>
SLAVE_OPEN_TEMP_TABLES,0
SLAVE_RECEIVED_HEARTBEATS,0
SLAVE_RETRIED_TRANSACTIONS,0
SLAVE_RUNNING,OFF
SLOW_LAUNCH_THREADS,0
SLOW_QUERIES,1
SORT_MERGE_PASSES,376
SORT_RANGE,177322
SORT_ROWS,11119330
SORT_SCAN,89280
SSL_ACCEPT_RENEGOTIATES,0
SSL_ACCEPTS,0
SSL_CALLBACK_CACHE_HITS,0
SSL_CIPHER,<blank>
SSL_CIPHER_LIST,<blank>
SSL_CLIENT_CONNECTS,0
SSL_CONNECT_RENEGOTIATES,0
SSL_CTX_VERIFY_DEPTH,18446744073709551615
SSL_CTX_VERIFY_MODE,5
SSL_DEFAULT_TIMEOUT,0
SSL_FINISHED_ACCEPTS,0
SSL_FINISHED_CONNECTS,0
SSL_SERVER_NOT_AFTER,<blank>
SSL_SERVER_NOT_BEFORE,<blank>
SSL_SESSION_CACHE_HITS,0
SSL_SESSION_CACHE_MISSES,0
SSL_SESSION_CACHE_MODE,SERVER
SSL_SESSION_CACHE_OVERFLOWS,0
SSL_SESSION_CACHE_SIZE,128
SSL_SESSION_CACHE_TIMEOUTS,0
SSL_SESSIONS_REUSED,0
SSL_USED_SESSION_CACHE_ENTRIES,0
SSL_VERIFY_DEPTH,0
SSL_VERIFY_MODE,0
SSL_VERSION,<blank>
TABLE_LOCKS_IMMEDIATE,5626868
TABLE_LOCKS_WAITED,20422
TABLE_OPEN_CACHE_HITS,6068920
TABLE_OPEN_CACHE_MISSES,192182
TABLE_OPEN_CACHE_OVERFLOWS,190101
TC_LOG_MAX_PAGES_USED,0
TC_LOG_PAGE_SIZE,0
TC_LOG_PAGE_WAITS,0
THREADS_CACHED,18
THREADS_CONNECTED,4
THREADS_CREATED,26
THREADS_RUNNING,2
UPTIME,39572
UPTIME_SINCE_FLUSH_STATUS,39572

